age, job , marital , education , default , balance , housing , loan , contact , day , month , duration , campaign , pdays , previous , poutcome , y 
52, services , married , secondary , no ,1579, no , yes , cellular ,12, aug ,158,2,-1,0, unknown , no 
34, blue-collar , married , primary , no ,6718, no , no , cellular ,13, jan ,278,4,97,1, other , no 
40, management , married , tertiary , no ,8969, yes , no , cellular ,17, nov ,153,1,-1,0, unknown , no 
56, retired , married , primary , no ,1947, no , no , cellular ,2, mar ,225,2,123,5, failure , yes 
52, technician , married , secondary , no ,83, no , no , telephone ,22, jul ,135,3,-1,0, unknown , no 
30, admin. , married , secondary , no ,-68, yes , no , cellular ,10, jul ,327,1,-1,0, unknown , no 
39, blue-collar , married , secondary , no ,498, yes , no , cellular ,14, jul ,149,4,-1,0, unknown , no 
33, technician , married , tertiary , no ,79, yes , yes , cellular ,9, feb ,390,8,-1,0, unknown , no 
59, retired , married , primary , no ,255, no , yes , cellular ,25, aug ,62,6,-1,0, unknown , no 
27, student , single , secondary , no ,980, no , no , cellular ,29, jan ,503,1,-1,0, unknown , no 
34, management , single , tertiary , no ,1228, no , no , cellular ,5, feb ,263,8,-1,0, unknown , yes 
34, management , married , tertiary , no ,224, no , no , cellular ,25, aug ,108,5,-1,0, unknown , no 
59, housemaid , married , primary , no ,116, no , no , cellular ,8, aug ,129,4,-1,0, unknown , no 
31, technician , married , secondary , no ,671, no , no , cellular ,2, feb ,119,2,175,2, failure , no 
32, blue-collar , married , primary , no ,885, yes , no , unknown ,21, may ,127,2,-1,0, unknown , no 
45, housemaid , married , secondary , no ,16358, no , no , telephone ,19, nov ,161,1,-1,0, unknown , no 
33, management , married , secondary , no ,-285, yes , no , cellular ,12, aug ,507,3,-1,0, unknown , no 
44, management , married , tertiary , no ,105, yes , no , unknown ,6, may ,1529,2,-1,0, unknown , no 
61, self-employed , divorced , tertiary , no ,52587, no , no , cellular ,15, feb ,394,3,189,1, success , yes 
86, retired , married , primary , no ,0, no , no , cellular ,15, apr ,141,12,-1,0, unknown , no 
28, blue-collar , married , secondary , no ,1843, yes , no , cellular ,20, apr ,415,2,-1,0, unknown , no 
29, services , married , secondary , no ,19, yes , no , cellular ,29, jul ,327,6,-1,0, unknown , no 
56, retired , married , secondary , no ,74, yes , no , unknown ,26, may ,152,2,-1,0, unknown , no 
44, technician , married , secondary , no ,10888, yes , no , cellular ,18, nov ,67,1,105,1, failure , no 
37, entrepreneur , married , tertiary , no ,1027, yes , no , cellular ,16, jul ,294,2,-1,0, unknown , no 
47, unknown , married , unknown , no ,28, no , no , unknown ,5, may ,338,2,-1,0, unknown , no 
55, technician , divorced , secondary , no ,61, yes , yes , cellular ,25, aug ,113,3,-1,0, unknown , no 
58, management , married , tertiary , no ,2142, yes , no , cellular ,4, feb ,41,2,274,3, failure , no 
59, blue-collar , married , primary , no ,0, no , yes , telephone ,14, jul ,160,10,-1,0, unknown , no 
42, entrepreneur , married , tertiary , no ,337, yes , yes , cellular ,18, nov ,63,3,-1,0, unknown , no 
39, technician , single , secondary , no ,0, no , no , cellular ,25, aug ,194,9,-1,0, unknown , no 
45, management , divorced , secondary , no ,51, yes , no , cellular ,31, jul ,67,8,-1,0, unknown , no 
28, blue-collar , single , secondary , no ,371, yes , no , cellular ,23, jul ,159,2,-1,0, unknown , no 
39, technician , divorced , secondary , no ,411, yes , no , cellular ,7, may ,17,2,-1,0, unknown , no 
28, admin. , single , secondary , no ,-281, yes , no , cellular ,8, may ,144,4,340,4, other , no 
25, management , single , unknown , no ,17, yes , no , unknown ,30, may ,65,2,-1,0, unknown , no 
42, services , married , secondary , no ,3236, no , no , unknown ,18, jun ,521,11,-1,0, unknown , no 
29, technician , single , tertiary , no ,3, yes , no , unknown ,7, may ,359,1,-1,0, unknown , no 
30, blue-collar , single , unknown , no ,694, yes , yes , cellular ,18, may ,599,1,306,4, success , no 
46, admin. , single , unknown , no ,2273, no , no , cellular ,14, jul ,187,3,-1,0, unknown , no 
40, blue-collar , divorced , primary , no ,-78, no , yes , cellular ,17, nov ,330,2,-1,0, unknown , no 
45, housemaid , married , secondary , no ,258, yes , no , cellular ,16, jul ,287,2,-1,0, unknown , no 
42, technician , divorced , secondary , no ,-78, yes , yes , cellular ,29, jul ,10,23,-1,0, unknown , no 
54, self-employed , married , primary , no ,2132, no , yes , cellular ,20, nov ,91,1,-1,0, unknown , no 
41, management , single , unknown , no ,1604, no , no , unknown ,16, jun ,287,2,-1,0, unknown , no 
52, blue-collar , married , primary , no ,1079, yes , no , unknown ,15, may ,257,7,-1,0, unknown , no 
37, blue-collar , single , secondary , no ,3561, yes , no , unknown ,2, jun ,98,1,-1,0, unknown , no 
36, blue-collar , married , secondary , no ,-128, no , yes , telephone ,14, jul ,821,3,-1,0, unknown , no 
26, admin. , single , secondary , no ,766, no , no , cellular ,15, oct ,457,2,-1,0, unknown , yes 
38, blue-collar , married , secondary , no ,361, yes , no , unknown ,11, jun ,601,1,-1,0, unknown , no 
47, technician , married , secondary , no ,0, no , no , cellular ,19, aug ,210,2,-1,0, unknown , no 
40, blue-collar , single , primary , no ,2226, yes , no , telephone ,14, may ,7,7,-1,0, unknown , no 
24, blue-collar , single , secondary , no ,-438, yes , no , unknown ,27, may ,410,1,-1,0, unknown , no 
32, management , married , tertiary , no ,3517, yes , no , unknown ,27, may ,57,5,-1,0, unknown , no 
47, management , married , primary , no ,530, yes , no , cellular ,14, jul ,457,3,-1,0, unknown , no 
45, blue-collar , married , primary , no ,412, yes , no , telephone ,4, feb ,45,5,265,13, failure , no 
42, technician , single , secondary , no ,0, yes , no , unknown ,7, may ,275,4,-1,0, unknown , no 
50, blue-collar , married , secondary , no ,16, yes , no , cellular ,7, may ,290,1,356,11, failure , no 
47, services , married , secondary , no ,1629, yes , no , cellular ,7, may ,25,1,-1,0, unknown , no 
32, services , married , secondary , no ,1129, yes , no , cellular ,15, apr ,903,2,341,2, failure , yes 
29, services , single , unknown , no ,33, no , no , unknown ,1, jul ,161,1,-1,0, unknown , no 
52, entrepreneur , married , tertiary , no ,618, yes , yes , unknown ,14, may ,166,2,-1,0, unknown , no 
32, blue-collar , married , secondary , no ,-428, yes , no , unknown ,13, may ,518,1,-1,0, unknown , no 
33, admin. , married , tertiary , no ,0, yes , yes , cellular ,9, jul ,389,3,-1,0, unknown , no 
32, blue-collar , married , secondary , no ,478, yes , no , unknown ,3, jun ,200,1,-1,0, unknown , no 
59, blue-collar , married , secondary , no ,87, no , no , unknown ,4, jun ,65,10,-1,0, unknown , no 
32, technician , single , secondary , no ,309, yes , yes , cellular ,16, apr ,346,1,234,3, failure , no 
39, blue-collar , married , secondary , no ,1751, no , no , cellular ,9, jul ,178,2,-1,0, unknown , no 
35, blue-collar , single , primary , no ,21, yes , no , unknown ,27, may ,129,1,-1,0, unknown , no 
29, management , single , tertiary , no ,600, yes , no , cellular ,18, oct ,170,5,-1,0, unknown , no 
29, technician , single , secondary , no ,113, no , no , cellular ,16, aug ,159,2,185,6, success , no 
58, entrepreneur , married , secondary , no ,318, yes , no , cellular ,17, nov ,430,1,-1,0, unknown , no 
66, retired , married , primary , no ,2883, no , no , cellular ,23, apr ,158,1,-1,0, unknown , yes 
37, blue-collar , married , secondary , no ,1731, yes , yes , unknown ,29, may ,148,4,-1,0, unknown , no 
49, technician , married , secondary , no ,1432, yes , yes , cellular ,18, nov ,1014,3,-1,0, unknown , no 
31, technician , single , secondary , no ,9, no , no , cellular ,7, jul ,167,2,-1,0, unknown , no 
57, technician , divorced , tertiary , no ,96, no , no , cellular ,21, aug ,913,4,-1,0, unknown , yes 
51, management , divorced , tertiary , no ,1028, no , no , cellular ,5, aug ,178,4,-1,0, unknown , no 
55, self-employed , married , secondary , no ,39, no , no , unknown ,17, jun ,20,1,-1,0, unknown , no 
54, retired , married , primary , no ,309, no , no , cellular ,13, aug ,969,2,-1,0, unknown , yes 
45, management , married , tertiary , no ,3857, yes , no , cellular ,2, feb ,195,1,-1,0, unknown , no 
53, management , divorced , primary , no ,-17, yes , yes , cellular ,18, jul ,508,1,-1,0, unknown , no 
59, unemployed , married , secondary , no ,2740, no , no , cellular ,5, feb ,130,1,-1,0, unknown , no 
34, management , single , tertiary , no ,1070, no , no , cellular ,28, aug ,91,15,-1,0, unknown , no 
47, unknown , married , unknown , no ,194, no , no , cellular ,4, aug ,108,1,-1,0, unknown , no 
50, housemaid , married , primary , no ,3056, no , no , unknown ,9, jun ,95,3,-1,0, unknown , no 
55, technician , divorced , secondary , yes ,284, yes , no , cellular ,7, aug ,78,2,-1,0, unknown , no 
33, technician , single , secondary , no ,1746, yes , no , unknown ,26, may ,152,2,-1,0, unknown , no 
51, housemaid , married , primary , no ,1521, no , no , unknown ,6, jun ,24,1,-1,0, unknown , no 
60, management , divorced , tertiary , no ,-4057, yes , no , cellular ,18, may ,242,6,-1,0, unknown , no 
54, blue-collar , married , primary , no ,69, no , no , cellular ,17, nov ,71,1,-1,0, unknown , no 
42, blue-collar , married , primary , no ,-407, yes , yes , cellular ,12, may ,829,7,-1,0, unknown , yes 
30, management , married , tertiary , no ,696, no , no , cellular ,22, aug ,187,4,-1,0, unknown , no 
43, management , married , primary , no ,62, yes , no , cellular ,18, jul ,96,3,-1,0, unknown , no 
30, management , single , tertiary , no ,9, yes , yes , cellular ,15, may ,582,2,-1,0, unknown , no 
29, services , divorced , secondary , no ,-7, yes , no , cellular ,13, may ,1279,3,-1,0, unknown , yes 
55, unemployed , single , primary , no ,10183, no , no , unknown ,19, jun ,106,1,-1,0, unknown , no 
39, technician , married , secondary , no ,-709, yes , no , cellular ,25, jul ,311,6,-1,0, unknown , no 
48, technician , married , secondary , no ,1526, no , no , cellular ,6, aug ,273,2,-1,0, unknown , no 
53, blue-collar , married , primary , no ,4793, yes , no , telephone ,20, apr ,26,4,150,5, failure , no 
29, services , married , secondary , no ,-597, no , no , cellular ,7, jul ,500,2,-1,0, unknown , no 
38, management , married , tertiary , no ,238, no , no , cellular ,4, may ,131,1,90,2, success , no 
36, blue-collar , single , primary , no ,109, yes , no , telephone ,12, may ,200,2,370,2, failure , no 
53, retired , married , secondary , no ,357, no , no , unknown ,18, jun ,154,2,-1,0, unknown , no 
26, student , single , secondary , no ,203, no , no , cellular ,16, nov ,104,1,196,1, failure , no 
36, admin. , married , secondary , no ,639, yes , no , unknown ,6, may ,191,1,-1,0, unknown , no 
34, technician , single , secondary , no ,268, yes , no , cellular ,8, may ,248,1,343,9, failure , no 
58, management , divorced , tertiary , no ,372, no , yes , unknown ,29, oct ,11,1,-1,0, unknown , yes 
44, blue-collar , married , primary , no ,-237, yes , no , telephone ,10, jul ,73,1,-1,0, unknown , no 
63, housemaid , married , primary , no ,3173, no , no , telephone ,8, jul ,154,1,-1,0, unknown , no 
43, services , married , secondary , no ,2478, yes , no , unknown ,12, jun ,157,1,-1,0, unknown , no 
31, blue-collar , single , secondary , no ,216, yes , no , unknown ,9, may ,128,1,-1,0, unknown , no 
42, management , divorced , tertiary , no ,47, yes , no , cellular ,13, may ,222,2,370,1, failure , no 
27, management , single , tertiary , no ,2786, no , no , cellular ,15, jun ,270,2,377,3, success , no 
28, blue-collar , married , primary , no ,60, yes , no , cellular ,6, may ,161,1,337,1, failure , no 
41, management , married , tertiary , no ,2646, no , no , cellular ,30, jul ,81,2,-1,0, unknown , no 
48, blue-collar , married , primary , no ,147, no , no , cellular ,19, aug ,158,8,-1,0, unknown , no 
37, services , married , secondary , no ,1784, yes , no , cellular ,19, nov ,19,5,-1,0, unknown , no 
43, entrepreneur , married , secondary , no ,0, no , no , telephone ,4, may ,6,4,-1,0, unknown , no 
29, technician , single , tertiary , no ,2178, no , no , cellular ,22, oct ,260,2,139,1, other , yes 
27, self-employed , single , tertiary , no ,5214, yes , no , unknown ,28, may ,94,1,-1,0, unknown , no 
48, blue-collar , married , primary , no ,235, yes , no , unknown ,2, jun ,58,4,-1,0, unknown , no 
50, entrepreneur , married , tertiary , no ,2442, no , no , cellular ,3, feb ,145,1,-1,0, unknown , no 
30, technician , single , secondary , no ,2371, no , no , cellular ,14, jun ,661,1,384,2, other , yes 
32, admin. , married , secondary , no ,0, yes , no , cellular ,30, apr ,177,2,-1,0, unknown , yes 
31, management , married , tertiary , no ,596, no , no , cellular ,12, aug ,192,4,-1,0, unknown , no 
33, management , married , tertiary , no ,22867, yes , no , cellular ,10, nov ,266,2,92,3, failure , yes 
36, blue-collar , married , tertiary , no ,9, yes , no , unknown ,18, jun ,112,3,-1,0, unknown , no 
59, blue-collar , married , secondary , yes ,-918, yes , no , unknown ,16, jun ,253,2,-1,0, unknown , no 
57, retired , divorced , tertiary , no ,0, yes , no , cellular ,5, may ,180,1,-1,0, unknown , no 
37, technician , married , secondary , no ,1613, yes , no , cellular ,8, may ,266,1,281,11, other , no 
32, management , single , tertiary , no ,36, no , no , cellular ,28, aug ,108,7,-1,0, unknown , no 
36, management , single , tertiary , no ,-679, yes , yes , cellular ,3, feb ,110,1,-1,0, unknown , no 
40, blue-collar , married , primary , no ,-66, yes , no , unknown ,6, may ,288,1,-1,0, unknown , no 
37, management , married , secondary , no ,80, no , no , cellular ,27, aug ,155,3,-1,0, unknown , no 
34, blue-collar , married , primary , no ,46, yes , yes , unknown ,19, may ,165,1,-1,0, unknown , no 
42, management , married , tertiary , no ,0, no , no , cellular ,13, aug ,325,2,-1,0, unknown , no 
53, retired , married , primary , no ,2010, no , yes , unknown ,6, jun ,182,1,-1,0, unknown , no 
28, blue-collar , married , secondary , no ,131, yes , no , unknown ,12, may ,147,5,-1,0, unknown , no 
46, blue-collar , married , primary , no ,665, no , no , cellular ,30, jan ,89,4,235,2, failure , no 
29, admin. , single , secondary , no ,-498, yes , no , unknown ,20, jun ,17,14,-1,0, unknown , no 
52, blue-collar , married , secondary , no ,4269, yes , yes , cellular ,20, nov ,44,1,-1,0, unknown , no 
32, blue-collar , married , secondary , no ,2, yes , no , cellular ,15, may ,16,9,309,1, failure , no 
51, technician , married , secondary , no ,2, yes , yes , cellular ,4, feb ,71,1,205,3, failure , no 
24, student , single , primary , no ,1235, no , no , cellular ,14, jul ,334,4,93,6, other , yes 
50, management , married , tertiary , no ,15442, no , no , unknown ,5, jun ,91,1,-1,0, unknown , no 
46, management , single , unknown , no ,312, yes , no , unknown ,19, jun ,108,4,-1,0, unknown , no 
44, technician , married , secondary , no ,185, yes , no , unknown ,15, may ,194,2,-1,0, unknown , no 
35, technician , divorced , secondary , no ,473, yes , yes , unknown ,26, may ,434,4,-1,0, unknown , no 
29, blue-collar , single , secondary , no ,4574, yes , no , unknown ,16, may ,217,2,-1,0, unknown , no 
39, admin. , married , secondary , no ,145, yes , yes , cellular ,13, may ,337,3,330,6, other , no 
49, management , married , tertiary , no ,1808, yes , no , cellular ,1, jun ,205,1,95,1, success , yes 
45, technician , single , secondary , no ,410, yes , no , unknown ,30, may ,891,4,-1,0, unknown , yes 
43, blue-collar , married , secondary , no ,1127, yes , no , cellular ,17, apr ,126,3,345,2, other , no 
25, management , single , secondary , no ,1923, no , yes , cellular ,8, jul ,71,1,-1,0, unknown , no 
42, management , married , tertiary , no ,154, no , no , cellular ,26, aug ,183,10,-1,0, unknown , no 
48, blue-collar , married , secondary , no ,1039, yes , no , cellular ,17, nov ,581,1,-1,0, unknown , no 
30, admin. , married , secondary , no ,187, yes , no , cellular ,7, may ,56,1,170,1, failure , no 
49, technician , married , secondary , no ,6312, yes , no , unknown ,2, jun ,93,2,-1,0, unknown , no 
47, management , married , tertiary , no ,1028, no , yes , cellular ,17, nov ,55,1,-1,0, unknown , no 
28, technician , single , secondary , no ,799, yes , no , cellular ,25, jul ,295,1,-1,0, unknown , no 
37, blue-collar , single , primary , no ,12130, yes , no , unknown ,18, jun ,429,13,-1,0, unknown , no 
40, blue-collar , married , primary , no ,177, yes , yes , telephone ,21, jul ,742,4,-1,0, unknown , no 
37, technician , single , tertiary , no ,1609, no , yes , unknown ,20, jun ,10,19,-1,0, unknown , no 
48, admin. , married , tertiary , no ,960, yes , no , unknown ,29, may ,286,3,-1,0, unknown , no 
37, management , married , tertiary , no ,412, yes , no , unknown ,21, may ,110,4,-1,0, unknown , no 
59, management , married , tertiary , no ,2020, no , yes , unknown ,9, jun ,250,2,-1,0, unknown , no 
33, technician , married , secondary , no ,806, no , no , cellular ,17, apr ,108,1,-1,0, unknown , yes 
57, unknown , married , secondary , no ,2, no , no , unknown ,6, jun ,112,4,-1,0, unknown , no 
46, management , single , secondary , no ,-246, yes , no , unknown ,5, may ,255,2,-1,0, unknown , no 
60, retired , married , secondary , no ,8332, no , no , cellular ,16, mar ,279,1,194,7, other , yes 
48, blue-collar , married , secondary , no ,1791, no , no , cellular ,7, aug ,63,2,-1,0, unknown , no 
42, technician , married , tertiary , no ,0, no , no , cellular ,28, jan ,942,2,-1,0, unknown , no 
33, services , married , tertiary , no ,1275, yes , no , cellular ,18, jul ,191,1,-1,0, unknown , no 
57, management , divorced , unknown , no ,0, no , no , unknown ,16, jun ,335,3,-1,0, unknown , no 
32, admin. , married , secondary , no ,48, yes , no , cellular ,28, jul ,76,3,-1,0, unknown , no 
34, management , single , tertiary , no ,-64, yes , yes , cellular ,28, aug ,693,7,-1,0, unknown , no 
35, blue-collar , married , secondary , no ,6411, yes , yes , cellular ,30, jan ,144,1,266,2, failure , no 
35, management , married , tertiary , no ,611, no , no , cellular ,1, oct ,305,2,121,1, success , yes 
30, services , single , secondary , no ,1824, yes , no , cellular ,21, jul ,153,2,-1,0, unknown , no 
31, management , single , tertiary , no ,0, yes , no , unknown ,23, may ,391,1,-1,0, unknown , no 
29, blue-collar , single , secondary , no ,874, yes , no , unknown ,15, may ,68,5,-1,0, unknown , no 
38, blue-collar , single , secondary , no ,0, no , no , cellular ,13, aug ,255,2,105,1, failure , no 
47, blue-collar , married , secondary , no ,8, no , no , unknown ,9, may ,64,4,-1,0, unknown , no 
58, management , single , tertiary , no ,2297, no , no , cellular ,13, aug ,96,2,-1,0, unknown , no 
38, blue-collar , married , primary , no ,10443, no , no , cellular ,19, nov ,370,1,-1,0, unknown , no 
39, management , married , tertiary , no ,1241, yes , no , cellular ,5, jun ,138,2,-1,0, unknown , no 
45, services , married , secondary , no ,27, yes , yes , cellular ,31, jul ,43,2,-1,0, unknown , no 
40, housemaid , married , secondary , no ,1029, yes , yes , cellular ,17, nov ,117,2,117,3, failure , no 
40, technician , single , secondary , no ,134, yes , yes , cellular ,28, jul ,126,2,-1,0, unknown , no 
38, entrepreneur , married , tertiary , no ,0, yes , no , cellular ,18, nov ,185,3,-1,0, unknown , no 
39, services , married , secondary , no ,93, yes , no , cellular ,11, may ,72,4,-1,0, unknown , no 
45, services , single , secondary , no ,184, yes , yes , unknown ,4, jul ,89,2,-1,0, unknown , no 
35, blue-collar , married , secondary , no ,1397, yes , no , cellular ,28, jul ,114,4,-1,0, unknown , no 
36, blue-collar , married , secondary , no ,406, yes , no , unknown ,8, may ,826,3,-1,0, unknown , no 
28, blue-collar , married , secondary , no ,1113, yes , no , cellular ,22, may ,135,1,108,2, other , no 
44, blue-collar , married , primary , no ,-315, yes , no , unknown ,23, may ,90,3,-1,0, unknown , no 
71, retired , married , tertiary , no ,2651, no , no , cellular ,5, feb ,531,2,-1,0, unknown , no 
52, management , married , tertiary , no ,2578, no , no , cellular ,17, nov ,412,1,-1,0, unknown , no 
42, services , married , primary , no ,2567, yes , no , unknown ,19, may ,401,2,-1,0, unknown , no 
42, management , single , tertiary , no ,227, no , no , cellular ,20, aug ,428,8,-1,0, unknown , no 
31, blue-collar , divorced , secondary , no ,15187, no , no , cellular ,12, jun ,127,2,-1,0, unknown , no 
31, technician , single , secondary , no ,0, no , no , cellular ,29, aug ,213,4,-1,0, unknown , no 
53, blue-collar , married , secondary , no ,314, yes , no , unknown ,28, may ,184,2,-1,0, unknown , no 
33, management , married , tertiary , no ,149, yes , yes , cellular ,22, jul ,153,1,-1,0, unknown , no 
40, management , married , secondary , no ,8486, no , no , unknown ,6, may ,260,3,-1,0, unknown , no 
49, blue-collar , single , primary , no ,1164, yes , no , unknown ,8, may ,72,1,-1,0, unknown , no 
42, self-employed , married , tertiary , no ,1385, no , no , cellular ,25, aug ,15,19,-1,0, unknown , no 
36, services , married , secondary , no ,208, yes , no , unknown ,16, may ,99,1,-1,0, unknown , no 
53, self-employed , married , tertiary , no ,730, yes , no , unknown ,2, nov ,18,1,368,2, failure , no 
42, admin. , divorced , secondary , no ,936, no , no , cellular ,30, jan ,931,1,-1,0, unknown , yes 
51, self-employed , married , primary , no ,8313, no , no , unknown ,6, jun ,185,1,-1,0, unknown , no 
31, services , single , secondary , no ,0, yes , no , cellular ,17, apr ,815,2,-1,0, unknown , no 
31, management , single , tertiary , no ,2124, yes , no , unknown ,27, may ,316,2,-1,0, unknown , no 
34, admin. , married , secondary , no ,613, yes , no , cellular ,4, jun ,80,1,-1,0, unknown , no 
58, entrepreneur , married , primary , no ,1153, yes , yes , telephone ,12, may ,206,6,337,6, failure , no 
58, blue-collar , married , primary , no ,1231, no , no , unknown ,20, jun ,21,3,-1,0, unknown , no 
53, admin. , married , secondary , no ,225, yes , no , cellular ,20, apr ,304,1,340,1, failure , no 
34, technician , married , tertiary , no ,8029, yes , no , cellular ,14, aug ,593,4,-1,0, unknown , yes 
35, technician , married , secondary , no ,0, no , no , cellular ,31, jul ,122,9,-1,0, unknown , no 
33, blue-collar , married , tertiary , no ,1465, no , no , cellular ,19, aug ,98,4,-1,0, unknown , no 
38, technician , married , secondary , no ,4030, yes , no , cellular ,19, nov ,75,2,177,5, failure , no 
38, technician , married , tertiary , no ,3234, no , no , cellular ,18, nov ,578,2,-1,0, unknown , yes 
60, admin. , married , secondary , no ,1538, no , no , cellular ,13, aug ,352,2,-1,0, unknown , no 
30, admin. , single , secondary , yes ,-35, yes , no , unknown ,14, may ,1204,4,-1,0, unknown , no 
34, unknown , single , secondary , no ,859, no , no , cellular ,28, jan ,829,1,-1,0, unknown , yes 
31, technician , married , tertiary , no ,1990, yes , yes , cellular ,17, apr ,316,2,339,1, other , no 
39, blue-collar , married , primary , no ,12848, yes , no , unknown ,5, jun ,337,2,-1,0, unknown , no 
31, blue-collar , married , primary , no ,620, no , no , cellular ,30, mar ,95,1,-1,0, unknown , no 
34, admin. , single , secondary , no ,266, yes , no , cellular ,6, apr ,437,2,-1,0, unknown , no 
33, blue-collar , married , secondary , no ,139, yes , yes , cellular ,18, may ,732,2,291,5, failure , yes 
56, management , married , secondary , no ,0, no , no , cellular ,27, oct ,298,1,111,8, other , yes 
39, blue-collar , married , primary , no ,481, no , no , cellular ,13, may ,197,3,357,1, other , no 
40, management , married , tertiary , no ,2471, yes , yes , cellular ,23, jul ,206,1,-1,0, unknown , no 
49, technician , divorced , secondary , no ,265, yes , no , unknown ,12, may ,274,6,-1,0, unknown , no 
27, management , single , tertiary , no ,88, no , no , cellular ,24, apr ,65,2,-1,0, unknown , no 
51, blue-collar , divorced , primary , no ,1236, yes , no , cellular ,10, jul ,613,1,-1,0, unknown , no 
33, entrepreneur , married , tertiary , no ,595, no , no , cellular ,7, aug ,22,2,-1,0, unknown , no 
33, management , single , secondary , no ,-85, yes , no , cellular ,18, jul ,96,1,-1,0, unknown , no 
38, management , married , tertiary , no ,-113, yes , no , cellular ,17, apr ,141,1,323,3, failure , no 
31, technician , married , tertiary , no ,81, yes , no , cellular ,29, jan ,189,1,-1,0, unknown , no 
53, blue-collar , married , primary , no ,436, yes , no , unknown ,29, may ,154,1,-1,0, unknown , no 
48, technician , married , unknown , no ,74, no , no , unknown ,12, jun ,181,1,-1,0, unknown , no 
32, blue-collar , single , secondary , no ,322, yes , no , cellular ,13, may ,233,3,-1,0, unknown , no 
50, management , married , tertiary , no ,2050, no , no , cellular ,6, aug ,158,3,-1,0, unknown , no 
49, admin. , married , secondary , no ,1697, yes , no , cellular ,19, nov ,236,1,-1,0, unknown , no 
47, management , married , tertiary , no ,7, yes , no , cellular ,25, jul ,102,5,-1,0, unknown , no 
26, admin. , single , secondary , no ,321, yes , no , cellular ,22, jul ,242,7,-1,0, unknown , no 
60, retired , divorced , secondary , no ,1718, yes , no , unknown ,26, may ,146,6,-1,0, unknown , no 
41, management , divorced , tertiary , no ,0, no , no , cellular ,3, feb ,475,3,-1,0, unknown , no 
49, blue-collar , married , primary , no ,-14, yes , no , cellular ,18, nov ,115,2,-1,0, unknown , no 
27, blue-collar , single , primary , no ,1, no , no , cellular ,3, feb ,10,6,-1,0, unknown , no 
25, management , single , tertiary , no ,362, no , no , cellular ,3, jun ,617,2,-1,0, unknown , yes 
45, services , single , secondary , no ,955, no , no , unknown ,27, aug ,3785,1,-1,0, unknown , no 
37, services , married , secondary , no ,1399, yes , no , cellular ,17, apr ,420,1,-1,0, unknown , no 
31, admin. , single , tertiary , no ,4041, no , no , cellular ,30, apr ,1034,2,-1,0, unknown , yes 
36, entrepreneur , single , primary , no ,5, no , no , cellular ,12, may ,396,1,172,3, failure , no 
33, technician , married , secondary , no ,484, yes , no , cellular ,16, aug ,205,3,182,9, success , yes 
36, management , married , tertiary , no ,539, no , no , cellular ,11, aug ,176,1,-1,0, unknown , no 
57, technician , married , tertiary , no ,0, yes , yes , cellular ,17, nov ,142,1,-1,0, unknown , no 
31, student , single , unknown , no ,7826, no , no , telephone ,17, mar ,133,7,-1,0, unknown , no 
32, blue-collar , single , secondary , no ,29, no , no , unknown ,16, may ,132,13,-1,0, unknown , no 
25, management , single , tertiary , no ,6, yes , yes , unknown ,15, may ,225,1,-1,0, unknown , no 
59, retired , divorced , secondary , no ,2651, no , no , telephone ,31, jul ,258,2,-1,0, unknown , no 
32, blue-collar , married , secondary , no ,-63, yes , no , unknown ,30, may ,198,1,-1,0, unknown , no 
58, blue-collar , divorced , unknown , no ,29, yes , no , unknown ,6, may ,253,1,-1,0, unknown , no 
32, services , single , secondary , no ,808, yes , no , cellular ,20, apr ,322,1,-1,0, unknown , no 
39, admin. , single , tertiary , no ,22086, no , no , cellular ,4, jun ,160,1,-1,0, unknown , yes 
31, management , single , tertiary , no ,0, yes , no , unknown ,5, may ,562,1,-1,0, unknown , no 
40, student , single , secondary , no ,595, yes , no , cellular ,3, jun ,406,2,-1,0, unknown , yes 
50, blue-collar , married , primary , no ,383, no , no , telephone ,2, oct ,382,2,-1,0, unknown , no 
33, blue-collar , married , primary , no ,-3, yes , no , telephone ,17, apr ,114,2,-1,0, unknown , no 
25, management , single , tertiary , no ,808, no , no , cellular ,27, may ,268,2,-1,0, unknown , no 
26, housemaid , single , secondary , no ,93, no , no , cellular ,11, jul ,255,3,-1,0, unknown , no 
32, technician , married , secondary , no ,4174, yes , no , unknown ,21, may ,314,2,-1,0, unknown , no 
35, technician , married , secondary , no ,463, yes , no , telephone ,7, aug ,309,4,-1,0, unknown , no 
38, entrepreneur , married , primary , no ,-21, yes , no , cellular ,11, jul ,50,2,-1,0, unknown , no 
51, technician , married , secondary , no ,2682, no , no , unknown ,18, jun ,56,1,-1,0, unknown , no 
48, technician , married , secondary , no ,466, no , no , cellular ,19, aug ,99,7,-1,0, unknown , no 
27, blue-collar , married , secondary , no ,373, yes , no , unknown ,4, jun ,49,1,-1,0, unknown , no 
39, self-employed , married , tertiary , no ,3059, yes , yes , unknown ,20, may ,394,1,-1,0, unknown , no 
53, services , married , secondary , no ,33, yes , no , unknown ,19, may ,84,12,-1,0, unknown , no 
34, housemaid , married , secondary , no ,4, yes , no , cellular ,8, may ,81,2,-1,0, unknown , no 
33, services , married , secondary , no ,-329, yes , no , cellular ,9, apr ,113,1,-1,0, unknown , no 
59, technician , divorced , tertiary , no ,0, no , no , cellular ,8, aug ,124,4,-1,0, unknown , no 
36, admin. , married , secondary , no ,0, yes , no , cellular ,21, jul ,93,7,-1,0, unknown , no 
